gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,tenure_bin,avg_monthly_spend,monthly_ratio,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,1,0,61,1,0,0,0,0,0,0,0,1,20.55,1252.0,4,20.193548387096776,0.33145161290322583,False,False,True,False,True,False,False,True,False,False,0
1,0,0,0,1,0,0,0,1,0,0,0,0,0,29.95,29.95,0,14.975,14.975,True,False,False,True,False,False,True,False,False,False,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,0,22.65,22.65,True,False,False,True,False,False,False,False,False,True,0
0,0,0,0,8,1,1,0,0,0,0,0,1,0,84.5,662.65,0,73.62777777777778,9.38888888888889,False,True,False,True,False,False,True,False,False,False,1
0,0,1,1,33,1,0,1,0,1,0,1,1,0,74.75,2453.3,2,72.15588235294118,2.198529411764706,True,False,False,False,True,False,False,True,False,False,0
1,0,0,0,13,1,0,0,1,1,0,0,0,1,79.25,1111.65,0,79.40357142857144,5.660714285714286,False,True,False,True,False,False,False,False,True,False,1
1,0,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,0,12.4,12.4,True,False,False,True,False,False,False,False,True,False,1
0,0,0,0,20,1,0,0,1,0,0,0,0,1,51.8,1023.85,1,48.75476190476191,2.4666666666666663,True,False,False,True,False,False,False,False,False,True,0
0,0,0,0,3,0,0,0,0,0,1,0,0,0,30.4,82.15,0,20.5375,7.6,True,False,False,True,False,False,False,False,True,False,0
1,0,0,0,13,1,0,0,0,0,0,0,0,0,19.65,244.8,0,17.485714285714288,1.4035714285714285,False,False,True,False,True,False,False,False,True,False,0
1,0,1,0,40,1,1,0,1,0,0,0,0,0,56.6,2379.1,2,58.02682926829268,1.380487804878049,True,False,False,True,False,False,False,True,False,False,0
0,0,1,1,43,1,1,1,0,0,1,0,1,1,71.9,3173.35,2,72.12159090909091,1.6340909090909093,True,False,False,False,True,False,False,True,False,False,0
0,0,1,0,6,1,0,0,1,1,0,0,1,1,91.0,531.0,0,75.85714285714286,13.0,False,True,False,True,False,False,False,False,True,False,1
1,0,1,1,69,1,0,0,0,0,0,0,0,0,19.75,1375.4,4,19.64857142857143,0.28214285714285714,False,False,True,False,False,True,True,False,False,False,0
1,0,1,1,72,1,1,1,1,1,0,1,1,0,109.7,8129.3,4,111.36027397260274,1.5027397260273974,False,True,False,False,False,True,False,True,False,False,0
0,0,1,1,59,1,0,0,0,0,0,0,0,0,19.3,1192.7,4,19.878333333333334,0.32166666666666666,False,False,True,False,False,True,False,True,False,False,0
1,0,1,0,20,1,0,1,1,0,1,1,0,1,96.55,1901.65,1,90.5547619047619,4.597619047619047,False,True,False,True,False,False,False,False,True,False,0
0,0,1,1,24,1,1,0,0,0,0,0,0,1,24.1,587.4,1,23.496,0.9640000000000001,False,False,True,False,False,True,True,False,False,False,0
0,0,0,0,59,1,1,0,1,1,1,1,1,1,111.35,6519.75,4,108.6625,1.8558333333333332,False,True,False,True,False,False,False,False,True,False,0
0,0,1,1,72,1,1,0,1,1,1,1,1,1,112.25,8041.65,4,110.15958904109588,1.5376712328767124,False,True,False,False,False,True,True,False,False,False,0
0,0,0,1,1,1,0,0,0,0,0,0,0,0,20.75,20.75,0,10.375,10.375,False,False,True,True,False,False,False,False,False,True,0
1,0,1,0,27,1,0,1,0,0,1,1,1,1,101.9,2681.15,1,95.75535714285715,3.6392857142857147,False,True,False,False,True,False,False,True,False,False,0
1,0,0,0,14,1,0,0,1,0,1,0,0,1,80.05,1112.3,0,74.15333333333334,5.336666666666667,False,True,False,True,False,False,False,True,False,False,0
0,0,1,1,71,1,1,1,0,1,0,1,1,0,105.55,7405.5,4,102.85416666666667,1.4659722222222222,False,True,False,False,False,True,False,False,True,False,0
0,0,0,1,13,1,0,0,0,0,0,1,0,1,78.3,1033.95,0,73.85357142857143,5.5928571428571425,False,True,False,True,False,False,False,True,False,False,0
0,0,0,0,44,1,0,0,0,0,0,0,0,0,68.85,2958.95,3,65.75444444444445,1.5299999999999998,False,True,False,True,False,False,False,True,False,False,0
1,0,0,0,33,1,0,0,1,0,1,0,0,1,79.95,2684.85,2,78.96617647058824,2.351470588235294,False,True,False,False,True,False,True,False,False,False,0
0,0,1,1,72,0,0,1,1,1,1,0,1,1,55.45,4179.2,4,57.249315068493146,0.7595890410958904,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0,1,1,0,0,0,0,0,0,1,0,79.9,79.9,0,39.95,39.95,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,19,1,0,1,0,1,1,1,1,1,106.6,1934.45,1,96.7225,5.33,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,64,1,0,0,1,1,1,1,1,1,102.45,6654.1,4,102.37076923076924,1.5761538461538462,False,True,False,False,True,False,False,True,False,False,0
0,0,0,0,2,1,0,0,0,0,0,0,0,1,46.0,84.5,0,28.166666666666668,15.333333333333334,True,False,False,True,False,False,False,True,False,False,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,25.25,25.25,0,12.625,12.625,True,False,False,True,False,False,False,False,True,False,0
0,0,0,1,61,1,0,0,0,0,0,0,0,0,19.75,1124.2,4,18.13225806451613,0.3185483870967742,False,False,True,False,False,True,False,False,False,True,0
1,0,1,1,29,1,0,0,0,0,0,0,0,0,20.0,540.05,2,18.001666666666665,0.6666666666666666,False,False,True,False,True,False,False,False,True,False,0
0,1,1,0,23,1,1,0,0,0,0,0,1,0,86.8,1975.85,1,82.32708333333333,3.6166666666666667,False,True,False,True,False,False,False,False,True,False,0
1,0,1,0,57,0,0,1,1,1,0,1,1,1,58.75,3437.45,3,59.266379310344824,1.0129310344827587,True,False,False,True,False,False,True,False,False,False,0
0,0,1,1,72,0,0,1,1,1,1,0,0,0,45.25,3139.8,4,43.01095890410959,0.6198630136986302,True,False,False,False,False,True,False,True,False,False,0
0,0,1,0,66,0,0,1,1,1,1,1,0,1,56.6,3789.2,4,56.55522388059701,0.8447761194029851,True,False,False,False,False,True,True,False,False,False,0
0,0,1,1,65,1,1,0,1,1,1,1,1,1,84.2,5324.5,4,80.67424242424242,1.2757575757575759,True,False,False,False,False,True,True,False,False,False,0
1,0,0,0,8,1,0,0,0,0,0,1,0,1,80.0,624.6,0,69.4,8.88888888888889,False,True,False,True,False,False,True,False,False,False,0
1,0,0,0,4,1,0,0,0,0,0,0,0,1,70.15,268.35,0,53.67,14.030000000000001,False,True,False,True,False,False,False,False,True,False,1
1,0,1,0,71,1,1,0,0,0,0,0,0,0,24.75,1836.9,4,25.512500000000003,0.34375,False,False,True,False,False,True,True,False,False,False,0
0,0,1,1,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0,10.1,10.1,False,False,True,False,True,False,False,False,True,False,0
0,0,1,0,4,1,0,0,0,0,1,0,0,0,50.05,179.35,0,35.87,10.01,True,False,False,True,False,False,False,False,False,True,1
1,0,0,0,12,1,0,0,0,0,0,0,0,1,19.35,219.35,0,16.873076923076923,1.4884615384615385,False,False,True,False,True,False,True,False,False,False,0
0,0,0,0,24,0,0,1,0,0,0,1,1,1,50.6,1288.75,1,51.55,2.024,True,False,False,False,True,False,False,False,False,True,0
1,0,1,1,31,1,0,1,0,1,1,1,1,1,81.15,2545.75,2,79.5546875,2.5359375,True,False,False,False,True,False,False,False,False,True,0
1,0,1,0,1,1,0,0,0,0,0,1,0,0,55.2,55.2,0,27.6,27.6,True,False,False,True,False,False,False,False,False,True,1
0,0,0,0,30,1,1,0,0,0,1,0,1,1,89.9,2723.15,2,87.84354838709677,2.9000000000000004,False,True,False,True,False,False,False,True,False,False,0
1,0,1,1,47,1,1,1,1,0,1,1,1,1,85.3,4107.25,3,85.56770833333333,1.7770833333333333,True,False,False,False,False,True,False,True,False,False,0
0,0,0,0,54,1,1,1,1,0,1,1,1,1,108.0,5760.65,3,104.7390909090909,1.9636363636363636,False,True,False,False,False,True,False,True,False,False,0
0,0,0,0,50,1,0,1,1,0,1,0,1,1,93.5,4747.5,3,93.08823529411765,1.8333333333333333,False,True,False,True,False,False,False,True,False,False,0
0,0,0,0,1,1,0,1,0,0,0,0,1,1,84.6,84.6,0,42.3,42.3,False,True,False,True,False,False,False,False,False,True,1
1,0,0,0,72,1,0,0,0,0,0,0,0,0,20.25,1566.9,4,21.464383561643835,0.2773972602739726,False,False,True,False,False,True,False,True,False,False,0
1,0,0,0,29,1,1,0,0,0,0,0,0,0,25.15,702.0,2,23.4,0.8383333333333333,False,False,True,True,False,False,False,False,True,False,0
0,0,0,0,2,1,1,0,1,0,0,0,0,1,54.4,114.1,0,38.03333333333333,18.133333333333333,True,False,False,True,False,False,False,False,False,True,1
1,0,0,0,10,0,0,0,0,0,1,0,0,1,29.6,299.05,0,27.186363636363637,2.690909090909091,True,False,False,False,False,True,False,False,False,True,0
0,0,1,0,18,1,1,0,0,0,0,0,0,1,73.15,1305.95,1,68.73421052631579,3.85,False,True,False,True,False,False,False,False,True,False,0
1,1,0,0,11,1,0,0,1,0,0,1,1,1,95.0,1120.3,0,93.35833333333333,7.916666666666667,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,16,1,0,0,0,0,0,0,0,0,19.75,284.35,1,16.726470588235294,1.161764705882353,False,False,True,False,False,True,False,False,False,True,0
1,0,0,0,72,1,1,0,1,1,1,1,1,0,86.6,6350.5,4,86.9931506849315,1.1863013698630136,True,False,False,False,False,True,True,False,False,False,0
0,0,0,0,72,1,1,0,1,1,1,1,1,0,109.2,7878.3,4,107.92191780821918,1.4958904109589042,False,True,False,False,False,True,True,False,False,False,0
1,0,1,1,41,1,0,1,0,0,1,1,1,1,74.7,3187.65,2,75.89642857142857,1.7785714285714287,True,False,False,False,True,False,False,True,False,False,0
1,1,1,0,65,1,0,1,1,1,0,0,1,0,94.4,6126.15,4,92.82045454545454,1.4303030303030304,False,True,False,True,False,False,False,False,True,False,0
1,1,0,0,13,1,0,0,1,1,0,0,0,1,54.8,731.3,0,52.23571428571428,3.914285714285714,True,False,False,True,False,False,False,False,True,False,0
0,1,0,0,4,1,0,1,0,0,0,0,0,0,75.35,273.4,0,54.67999999999999,15.069999999999999,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,41,1,1,0,0,1,0,0,1,0,65.0,2531.8,2,60.280952380952385,1.5476190476190477,True,False,False,False,True,False,False,False,False,True,0
0,1,0,0,15,1,0,0,1,0,0,0,0,1,74.4,1074.3,1,67.14375,4.65,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,1,1,0,1,0,0,0,0,0,1,48.55,48.55,0,24.275,24.275,True,False,False,True,False,False,False,False,False,True,1
0,0,0,0,42,1,1,1,1,1,0,0,1,1,99.0,4298.45,2,99.96395348837208,2.302325581395349,False,True,False,False,True,False,False,False,True,False,0
1,0,1,0,51,1,0,1,1,1,0,1,0,1,93.5,4619.55,3,88.8375,1.7980769230769231,False,True,False,False,True,False,False,False,True,False,0
1,0,1,1,2,1,0,0,0,0,0,0,0,0,70.4,147.15,0,49.050000000000004,23.46666666666667,False,True,False,True,False,False,False,False,True,False,1
0,1,1,0,1,0,0,0,1,0,0,1,0,0,40.2,40.2,0,20.1,20.1,True,False,False,True,False,False,False,False,True,False,1
0,0,0,1,32,1,1,0,1,1,1,1,1,0,83.7,2633.3,2,79.7969696969697,2.5363636363636366,True,False,False,False,True,False,False,True,False,False,0
0,0,0,0,10,1,0,0,0,0,0,0,0,1,19.85,193.05,0,17.55,1.8045454545454547,False,False,True,True,False,False,False,False,False,True,0
1,0,1,1,67,0,0,0,1,1,1,1,1,1,59.55,4103.9,4,60.35147058823529,0.8757352941176471,True,False,False,False,False,True,False,False,True,False,0
1,0,1,1,61,1,1,1,1,1,1,1,1,0,115.1,7008.15,4,113.03467741935484,1.8564516129032258,False,True,False,False,False,True,False,True,False,False,0
0,0,0,0,50,1,1,1,1,1,1,1,1,0,114.35,5791.1,3,113.55098039215687,2.242156862745098,False,True,False,False,True,False,False,True,False,False,0
1,0,1,0,2,1,0,0,0,0,0,0,0,1,44.6,80.55,0,26.849999999999998,14.866666666666667,True,False,False,True,False,False,False,True,False,False,1
1,1,1,0,29,0,0,1,0,1,0,0,1,1,45.0,1228.65,2,40.955000000000005,1.5,True,False,False,True,False,False,False,False,True,False,0
0,1,0,0,3,0,0,0,0,1,0,0,1,1,41.15,132.2,0,33.05,10.2875,True,False,False,True,False,False,False,False,True,False,1
0,1,0,0,13,1,1,0,1,1,0,1,1,1,106.9,1364.3,0,97.45,7.635714285714286,False,True,False,True,False,False,False,False,True,False,1
0,1,1,0,57,1,1,0,1,0,0,0,1,1,89.85,4925.35,3,84.9198275862069,1.5491379310344826,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,31,0,0,1,1,0,1,0,1,1,49.85,1520.1,2,47.503125,1.5578125,True,False,False,False,False,True,True,False,False,False,0
1,0,1,0,45,1,1,1,1,1,1,1,1,0,113.3,5032.25,3,109.39673913043478,2.4630434782608694,False,True,False,False,True,False,False,False,False,True,0
1,0,1,1,61,1,1,1,1,1,1,1,1,0,88.1,5526.75,4,89.14112903225806,1.4209677419354838,True,False,False,False,False,True,False,False,False,True,0
0,0,0,0,50,1,1,0,0,0,0,0,0,0,24.9,1195.25,3,23.436274509803923,0.48823529411764705,False,False,True,False,False,True,True,False,False,False,0
1,1,0,0,19,1,0,1,1,0,1,1,1,1,105.0,2007.25,1,100.3625,5.25,False,True,False,True,False,False,False,False,False,True,0
0,0,0,0,59,1,0,0,0,0,0,0,0,0,19.35,1099.6,4,18.326666666666664,0.3225,False,False,True,False,False,True,False,False,False,True,1
1,0,1,0,71,1,1,0,0,0,0,0,0,1,24.25,1732.95,4,24.06875,0.3368055555555556,False,False,True,False,False,True,False,True,False,False,0
1,1,0,0,16,1,0,0,0,0,1,1,1,1,94.45,1511.2,1,88.89411764705882,5.555882352941176,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,57,1,0,1,1,0,1,0,0,1,59.75,3450.15,3,59.48534482758621,1.0301724137931034,True,False,False,False,False,True,False,False,True,False,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.8,24.8,0,12.4,12.4,True,False,False,True,False,False,True,False,False,False,1
0,1,1,0,20,1,1,0,1,0,1,1,1,0,107.05,2172.05,1,103.43095238095239,5.097619047619047,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.6,70.6,0,35.3,35.3,False,True,False,True,False,False,False,False,False,True,1
0,0,1,0,5,1,1,0,1,0,1,0,0,1,85.4,401.1,0,66.85000000000001,14.233333333333334,False,True,False,True,False,False,False,False,True,False,1
1,0,1,0,52,1,1,0,1,1,0,1,1,1,105.05,5624.85,3,106.12924528301888,1.982075471698113,False,True,False,True,False,False,False,False,True,False,1
0,1,1,0,21,1,0,1,1,0,0,0,1,1,64.95,1339.8,1,60.9,2.9522727272727276,True,False,False,True,False,False,True,False,False,False,0
0,0,0,0,14,0,0,0,0,1,1,1,1,1,55.0,771.95,0,51.46333333333334,3.6666666666666665,True,False,False,True,False,False,False,False,True,False,0
1,0,0,0,5,1,0,0,1,0,0,0,0,0,50.55,244.75,0,40.791666666666664,8.424999999999999,True,False,False,True,False,False,True,False,False,False,0
1,0,0,0,6,1,0,1,1,0,0,0,0,0,55.15,322.9,0,46.128571428571426,7.878571428571428,True,False,False,True,False,False,False,False,False,True,0
1,0,0,0,10,1,0,0,1,0,0,0,0,0,51.2,498.25,0,45.29545454545455,4.654545454545455,True,False,False,True,False,False,False,False,True,False,0
1,0,0,1,1,1,1,0,0,0,0,0,0,0,25.4,25.4,0,12.7,12.7,False,False,True,True,False,False,False,False,False,True,0
1,0,0,0,68,1,1,1,0,0,0,0,0,0,54.45,3687.75,4,53.44565217391305,0.7891304347826087,True,False,False,True,False,False,False,False,False,True,0
0,0,1,1,18,1,0,0,0,1,0,1,1,0,95.15,1779.95,1,93.68157894736842,5.007894736842106,False,True,False,True,False,False,False,False,False,True,1
1,0,0,0,22,1,1,0,0,0,0,0,0,1,76.0,1783.6,1,77.54782608695652,3.3043478260869565,False,True,False,False,True,False,False,True,False,False,0
1,0,0,0,20,1,0,0,0,0,0,0,0,1,44.35,927.15,1,44.15,2.111904761904762,True,False,False,True,False,False,False,False,True,False,0
0,0,1,0,1,1,0,0,0,0,0,0,0,0,70.0,70.0,0,35.0,35.0,False,True,False,True,False,False,False,False,True,False,1
0,1,0,0,8,1,0,0,1,0,0,0,0,1,74.5,606.55,0,67.39444444444445,8.277777777777779,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,10,1,0,0,0,0,0,0,0,1,44.85,435.4,0,39.58181818181818,4.077272727272727,True,False,False,True,False,False,False,True,False,False,1
0,1,0,0,24,1,1,0,0,0,0,0,0,1,76.1,1712.7,1,68.508,3.0439999999999996,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,35,1,0,1,1,1,0,0,0,0,61.2,2021.2,2,56.144444444444446,1.7000000000000002,True,False,False,False,True,False,False,False,False,True,0
0,0,1,1,23,1,0,0,1,1,1,0,0,0,86.8,1940.8,1,80.86666666666666,3.6166666666666667,False,True,False,False,True,False,False,False,False,True,0
1,1,0,0,6,1,0,0,0,0,0,1,1,1,89.35,567.8,0,81.11428571428571,12.764285714285714,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,12,1,0,0,0,0,0,0,0,0,19.7,220.35,0,16.95,1.5153846153846153,False,False,True,True,False,False,False,False,False,True,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.25,20.25,0,10.125,10.125,False,False,True,True,False,False,False,False,False,True,0
1,0,1,1,71,1,0,0,0,1,0,0,0,0,76.05,5436.45,4,75.50625,1.05625,False,True,False,False,False,True,False,False,True,False,0
0,1,1,0,35,1,1,0,0,1,0,1,1,1,100.8,3437.5,2,95.48611111111111,2.8,False,True,False,True,False,False,False,False,True,False,0
0,0,1,1,40,1,1,0,0,1,0,1,1,1,74.55,3015.75,2,73.5548780487805,1.818292682926829,True,False,False,True,False,False,False,False,True,False,0
1,0,0,1,1,1,0,1,0,0,0,0,0,1,73.6,73.6,0,36.8,36.8,False,True,False,True,False,False,False,False,False,True,1
0,0,0,0,23,1,0,0,0,0,0,1,1,1,64.9,1509.8,1,62.90833333333333,2.704166666666667,True,False,False,False,True,False,True,False,False,False,0
1,1,0,0,4,1,1,0,0,0,0,1,1,1,95.45,396.1,0,79.22,19.09,False,True,False,True,False,False,False,False,True,False,1
0,0,0,0,4,1,0,0,0,1,1,0,1,1,90.4,356.65,0,71.33,18.080000000000002,False,True,False,True,False,False,False,False,True,False,0
1,0,1,1,68,0,0,0,1,1,1,1,1,0,60.3,4109.0,4,59.55072463768116,0.8739130434782608,True,False,False,False,False,True,False,True,False,False,0
0,0,0,1,38,1,1,0,1,0,0,0,0,1,81.85,3141.7,2,80.55641025641025,2.0987179487179484,False,True,False,True,False,False,False,False,False,True,0
0,0,1,1,52,1,1,0,0,0,0,0,0,0,24.8,1229.1,3,23.19056603773585,0.4679245283018868,False,False,True,False,False,True,False,False,False,True,0
0,1,1,0,32,1,1,0,0,0,0,0,0,1,74.9,2303.35,2,69.79848484848485,2.26969696969697,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,29,1,0,0,0,1,1,1,1,0,75.55,2054.4,2,68.48,2.518333333333333,True,False,False,False,False,True,False,False,False,True,0
0,1,1,1,38,1,1,0,1,0,0,1,1,0,101.15,3741.85,2,95.94487179487179,2.5935897435897437,False,True,False,True,False,False,False,False,True,False,0
0,0,0,1,48,1,1,1,0,1,0,1,1,1,78.75,3682.45,3,75.15204081632653,1.6071428571428572,True,False,False,False,True,False,False,True,False,False,0
1,0,0,0,1,1,0,0,0,0,0,0,0,1,19.25,19.25,0,9.625,9.625,False,False,True,True,False,False,True,False,False,False,0
1,0,0,0,22,1,0,1,0,0,1,0,1,1,89.05,1886.25,1,82.01086956521739,3.8717391304347823,False,True,False,True,False,False,False,False,True,False,0
1,0,0,0,43,1,1,1,1,1,1,1,1,0,115.05,4895.1,2,111.25227272727274,2.6147727272727272,False,True,False,False,False,True,False,True,False,False,0
1,1,1,0,5,1,0,0,0,0,0,0,0,1,69.35,341.6,0,56.93333333333334,11.558333333333332,False,True,False,True,False,False,False,False,True,False,0
0,0,0,0,5,1,0,0,0,0,0,1,0,1,80.6,415.55,0,69.25833333333334,13.433333333333332,False,True,False,True,False,False,False,False,True,False,1
0,0,1,1,51,1,1,1,1,0,1,1,1,0,110.05,5686.4,3,109.35384615384615,2.1163461538461537,False,True,False,False,True,False,False,True,False,False,0
0,0,0,0,71,1,0,0,0,0,0,0,0,1,19.9,1355.1,4,18.820833333333333,0.27638888888888885,False,False,True,False,False,True,False,True,False,False,0
1,0,1,1,38,1,0,1,1,0,1,1,1,0,80.3,3058.65,2,78.42692307692307,2.0589743589743588,True,False,False,False,True,False,False,True,False,False,1
0,1,1,0,24,1,0,0,0,1,0,1,1,1,93.15,2231.05,1,89.242,3.7260000000000004,False,True,False,True,False,False,False,False,True,False,1
0,0,1,0,35,1,1,0,0,0,1,1,0,1,91.5,3236.35,2,89.89861111111111,2.5416666666666665,False,True,False,True,False,False,False,True,False,False,0
1,1,0,0,54,1,1,1,1,0,1,1,1,0,82.45,4350.1,3,79.09272727272727,1.4990909090909093,True,False,False,False,True,False,True,False,False,False,1
1,0,1,1,72,0,0,0,1,1,1,1,1,1,60.0,4264.0,4,58.41095890410959,0.821917808219178,True,False,False,False,False,True,False,False,True,False,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,44.8,44.8,0,22.4,22.4,True,False,False,True,False,False,False,False,True,False,0
1,0,1,1,9,1,0,1,0,0,0,0,0,0,48.6,422.3,0,42.230000000000004,4.86,True,False,False,False,True,False,False,False,False,True,0
0,0,0,0,69,0,0,1,1,0,1,1,1,1,60.05,4176.7,4,59.667142857142856,0.8578571428571428,True,False,False,False,False,True,True,False,False,False,0
1,0,1,0,52,1,1,0,1,0,1,1,1,1,102.7,5138.1,3,96.94528301886793,1.937735849056604,False,True,False,True,False,False,False,True,False,False,0
1,1,1,0,11,1,0,0,0,0,1,1,0,1,82.9,880.05,0,73.33749999999999,6.908333333333334,False,True,False,True,False,False,False,False,True,False,0
1,1,0,0,2,1,0,0,0,0,0,0,0,1,70.35,139.05,0,46.35,23.45,False,True,False,True,False,False,False,False,True,False,1
1,1,1,1,28,0,0,0,0,0,0,1,0,1,35.9,973.65,1,33.574137931034485,1.2379310344827585,True,False,False,True,False,False,False,False,True,False,0
1,1,0,0,17,1,1,0,0,1,0,0,0,1,82.65,1470.05,1,81.66944444444444,4.591666666666667,False,True,False,True,False,False,False,True,False,False,0
1,0,1,1,35,1,0,0,0,0,0,0,0,1,19.85,739.35,2,20.5375,0.5513888888888889,False,False,True,False,False,True,False,False,False,True,0
1,0,0,0,8,1,0,0,0,0,0,0,0,1,19.2,161.95,0,17.994444444444444,2.1333333333333333,False,False,True,False,True,False,False,False,False,True,0
0,0,0,0,46,1,1,0,1,1,0,1,0,1,94.9,4422.95,3,94.10531914893616,2.019148936170213,False,True,False,False,True,False,False,True,False,False,0
1,0,0,0,7,1,1,0,0,0,0,0,0,1,73.85,511.25,0,63.90625,9.23125,False,True,False,True,False,False,False,False,True,False,1
1,0,0,0,2,1,1,0,0,1,0,0,0,0,80.6,155.8,0,51.93333333333334,26.866666666666664,False,True,False,True,False,False,False,False,False,True,1
